year,event_rank,event_text,source_url,source_element_index
1887,10,Did you know that during the 1887 regular season base on balls (walks) were counted as actual base hits?,https://www.baseball-almanac.com/yearly/yr1887n.shtml,73
1887,5,"""Paul Revere Radford, one of baseball's oldtime great batters, died last night. He played with clubs in the old American Association and National League including Boston, New York, Cleveland, Washington, Providence and Buffalo."" - New York Times Obituary (February 24, 1944)",https://www.baseball-almanac.com/yearly/yr1887a.shtml,65
1887,6,← 1886 | 1887 Hitting Statistics League Leaders | 1888 →,https://www.baseball-almanac.com/yearly/yr1887a.shtml,66
1887,7,← 1886 | 1887 Pitching Statistics League Leaders | 1888→,https://www.baseball-almanac.com/yearly/yr1887a.shtml,67
1887,10,"On Opening Day (April 16, 1887) both Mike Griffin and George Tebeau hit home runs; however, they both happened during the first at-bat of their Major League careers making this the first Opening Day for such an event and the first time to players joined this unique club on the same day.",https://www.baseball-almanac.com/yearly/yr1887a.shtml,71
1887,11,"Did you know that there have been only three instances in Major League history where an outfielder has started more than two double plays from his position? They are (in chronological order) June 9, 1887 by Candy Nelson, April 26, 1905 by Jack McCarthy and April 19, 1926 by Ira Flagstead.",https://www.baseball-almanac.com/yearly/yr1887a.shtml,72
1887,12,"On October 1, 1887 league leader in games pitched, complete games, wins and shutouts Matt Kilroy won both ends of a doubleheader and set the Major League record for wins in a single season by a lefthanded pitcher.",https://www.baseball-almanac.com/yearly/yr1887a.shtml,73
1888,1,"Charles Ferguson, a standout pitcher with the Philadelphia Phillies died on April 29th twelve days after his twenty-fifth birthday. Ferguson had been a thirty-game winner in 1886 and a twenty-game winner in each of his three other Major League seasons.",https://www.baseball-almanac.com/yearly/yr1888n.shtml,60
1888,2,"On July 13th, Harry Staley and Pud Galvin of the Pittsburgh Alleghenys became the first pitchers ever to combine for a double-header shutout after blanking Boston 4-0 and 6-0.",https://www.baseball-almanac.com/yearly/yr1888n.shtml,61
1888,3,American Association umpire John Gaffney changed the system for game calling after moving out from behind the plate — to behind the pitcher when a runner was on base.,https://www.baseball-almanac.com/yearly/yr1888n.shtml,63
1888,4,Cincinnati Red Stocking fans were able to follow the game using the first ever baseball scorecard.,https://www.baseball-almanac.com/yearly/yr1888n.shtml,64
1888,5,"Perhaps the most famous baseball poem ever written ""Casey at the Bat"" was published in the San Francisco Examiner. Twenty-five year-old author Ernest L. Thayer was paid $5 for his efforts and was simply credited as ""Phin"".",https://www.baseball-almanac.com/yearly/yr1888n.shtml,65
1888,6,"""His (Jake Beckley) batting skill earned him the sobriquet of ""Old Eagle Eye"" as he hit .300 or better 13 times."" - National Baseball Hall of Fame",https://www.baseball-almanac.com/yearly/yr1888n.shtml,66
1888,7,Hitting Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1888n.shtml,67
1888,8,Pitching Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1888n.shtml,68
1888,9,"On May 22, 1888, future hall of famer Ed Delahanty made his Major League debut and was held hitless and had two errors. Less than one month later, on June 20, future hall of famer Jake Beckley made his Major League debut and had a double, a triple and a stolen base.",https://www.baseball-almanac.com/yearly/yr1888n.shtml,72
1888,10,"Did you know that on May 25, 1888, Boston defeated Philadelphia 4-1 at the first game ever played at the South End Grounds?",https://www.baseball-almanac.com/yearly/yr1888n.shtml,73
1888,11,"On August 22, and September 6, 1888, Indianapolis attempted to play games at night for the first time ever. Neither game was considered successful and the concept was scrapped.",https://www.baseball-almanac.com/yearly/yr1888n.shtml,74
1888,6,"""Paul Revere Radford, one of baseball's oldtime great batters, died last night. He played with clubs in the old American Association and National League including Boston, New York, Cleveland, Washington, Providence and Buffalo."" - New York Times Obituary (February 24, 1944)",https://www.baseball-almanac.com/yearly/yr1888a.shtml,66
1888,7,← 1887 | 1888 Hitting Statistics League Leaders | 1889 →,https://www.baseball-almanac.com/yearly/yr1888a.shtml,67
1888,8,← 1887 | 1888 Pitching Statistics League Leaders | 1889 →,https://www.baseball-almanac.com/yearly/yr1888a.shtml,68
1888,11,"The American Association might have been on the verge of failing, but they were still willing to pioneer new concepts in an effort to make the game better. One of those was a dual umpire system (first used in postseason play in 1887) that began appearing in regular season games during the 1888 season.",https://www.baseball-almanac.com/yearly/yr1888a.shtml,72
1888,12,"Did you know that during the 1888 season, the Brooklyn Trolley Dodgers were often referred to in the media as the Brooklyn Bridegrooms — a nickname given them due to the large number of players who married during the offseason?",https://www.baseball-almanac.com/yearly/yr1888a.shtml,73
1888,13,"On August 3, 1888, Sliding Billy Hamilton steals his first Major League base and continues swiping until he reaches the ""impossible to break"" record of nine-hundred twelve. The record is ""in the books"" until Lou Brock surpasses it in 1979.",https://www.baseball-almanac.com/yearly/yr1888a.shtml,74
1889,1,"John T. Brush approved a new salary classification plan based on rating players personal habits from A to E. Class ""A"" players received $2500 dollars while a Class ""E"" player was paid $1,500 dollars and expected to help clean the clubhouse. The Brotherhood of Professional Baseball Players was displeased with the policy, but managed to avert a strike by proposing the development of a third league.",https://www.baseball-almanac.com/yearly/yr1889a.shtml,60
1889,2,"William Hoy of the Washington Senators became the first outfielder ever to throw out three runners at the plate in a single game. Both deaf and mute from the age of three, Hoy played fourteen years in the majors while hitting .288 with forty home runs and seven-hundred twenty-six runs batted in.",https://www.baseball-almanac.com/yearly/yr1889a.shtml,61
1889,3,"On October 29th, the New York Giants defeated the Brooklyn Trolley-Dodgers in an early nine game version of the ""Subway Series"" world championship.",https://www.baseball-almanac.com/yearly/yr1889a.shtml,62
1889,4,The Louisville Colonels set an unwanted Major League record on June 22nd after suffering their twenty-sixth consecutive loss.,https://www.baseball-almanac.com/yearly/yr1889a.shtml,63
1889,5,The Brooklyn Bridegrooms won the American Association pennant after defeating the Columbus Buckeyes 6-1 on October 14th.,https://www.baseball-almanac.com/yearly/yr1889a.shtml,64
1889,6,← 1888 | 1889 Hitting Statistics League Leaders | 1890 →,https://www.baseball-almanac.com/yearly/yr1889a.shtml,67
1889,7,← 1888 | 1889 Pitching Statistics League Leaders | 1890 →,https://www.baseball-almanac.com/yearly/yr1889a.shtml,68
1889,8,Hitting Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1889a.shtml,70
1889,9,Pitching Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1889a.shtml,71
1889,10,"In 1888, it was a nickname. In 1889, it was a team name: The Brooklyn Trolley Dodgers were referred to as the Bridegrooms throughout the previous season due to the large number of betrothed players. The nickname stuck and the Bridegrooms were created.",https://www.baseball-almanac.com/yearly/yr1889a.shtml,72
1889,11,"Did you know that the Kansas City Cowboys were the second (and final [the first was the Columbus Colts on June 14, 1883]) American Association team to score at least one run during every inning of a game? The fabulous feat took place on May 20, 1888 versus the Brooklyn Bridegrooms and the Colts won the high scoring contest 18-12.",https://www.baseball-almanac.com/yearly/yr1889a.shtml,73
1889,6,"""Did you know that he (Dummy Hoy) once threw three men out at home plate in one game? From the outfield, I mean. That was in 1889. And still they don't give him a tumble for the Hall of Fame. It's not right."" - Sam Crawford",https://www.baseball-almanac.com/yearly/yr1889n.shtml,66
1889,11,"Did you know that on May 19, 1889, Dummy Hoy, a Washington center fielder, gunned down a record three baserunners at home plate?",https://www.baseball-almanac.com/yearly/yr1889n.shtml,72
1889,12,"On July 8, 1889, the New York Giants defeated the Pittsburgh Alleghenys 7-5 in the first game ever played at the ""new"" Polo Grounds.",https://www.baseball-almanac.com/yearly/yr1889n.shtml,73
1889,13,"On August 15, 1889, Cleveland defeated Boston 19-8 and becomes the first team to ever score at least one run during every inning of play.",https://www.baseball-almanac.com/yearly/yr1889n.shtml,74
1890,1,"On Labor Day, the Pittsburgh Alleghenys were swept in a rare triple-header by the home team Brooklyn Bridegrooms 10-9, 3-2 and 8-4. The trio of winning pitchers included Bob Caruthers, Tom Lovett and Adonis Terry.",https://www.baseball-almanac.com/yearly/yr1890a.shtml,60
1890,2,New York Giants slugger Mike Tiernan became the first player ever to hit a home run from one ballpark into another after launching a thirteenth inning blast off the Boston Beaneaters' Kid Nichols that traveled over the centerfield wall at the Polo Grounds into the adjacent Brotherhood Park.,https://www.baseball-almanac.com/yearly/yr1890a.shtml,61
1890,3,"The Brooklyn Bridegrooms and Cincinnati Reds moved from the American Association to the National League who had also dropped the Washington Senators. The American Association's Kansas City franchise folded, but the Rochester Hop Bitters, Syracuse Stars, Toledo Maumees and Brooklyn Gladiators were added in their place.",https://www.baseball-almanac.com/yearly/yr1890a.shtml,62
1890,4,"Ledell ""Cannonball"" Titcomb tossed a 7-0 no-hitter against the Syracuse Stars on September 15th.",https://www.baseball-almanac.com/yearly/yr1890a.shtml,63
1890,5,"The newly developed Players League debuted with eight teams (Boston, Brooklyn, Buffalo, Chicago, Cleveland, New York Philadelphia and Pittsburgh) as the Buffalo Bisons recorded the greatest opening day winning margin with a 23-2 victory over the Cleveland Infants.",https://www.baseball-almanac.com/yearly/yr1890a.shtml,64
1890,6,"""C. Scott Stratton, pitcher in the previous century who hurled 15 straight victories for the Louisville American Association team in 1890, died of a heart attack at Louisville, Ky., March 8."" - The Sporting News Obituary (March 8, 1939)",https://www.baseball-almanac.com/yearly/yr1890a.shtml,66
1890,7,Hitting Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1890a.shtml,67
1890,8,Pitching Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1890a.shtml,68
